recording_id,cutter_id,follower_id,from_lane,to_lane,t0_frame,t0_time,dhw_min_total,thw_min_total,ttc_min_total,intention_rows,intention_dhw_min,intention_thw_min,intention_ttc_min,intention_cutter_lat_v_abs_max,intention_cutter_speed_mean,intention_cutter_acc_mean,intention_follower_speed_mean,intention_follower_acc_mean,intention_cutter_dy,decision_rows,decision_dhw_min,decision_thw_min,decision_ttc_min,decision_cutter_lat_v_abs_max,decision_cutter_speed_mean,decision_cutter_acc_mean,decision_follower_speed_mean,decision_follower_acc_mean,decision_cutter_dy,execution_rows,execution_dhw_min,execution_thw_min,execution_ttc_min,execution_cutter_lat_v_abs_max,execution_cutter_speed_mean,execution_cutter_acc_mean,execution_follower_speed_mean,execution_follower_acc_mean,execution_cutter_dy,recovery_rows,recovery_dhw_min,recovery_thw_min,recovery_ttc_min,recovery_cutter_lat_v_abs_max,recovery_cutter_speed_mean,recovery_cutter_acc_mean,recovery_follower_speed_mean,recovery_follower_acc_mean,recovery_cutter_dy
16,10,9,2,1,342,13.68,9.92999999999995,0.3784298780487786,inf,50.0,9.92999999999995,0.3784298780487786,inf,0.45,36.83741390807886,0.35779999999999995,26.097020879502068,0.15540000000000004,-0.47000000000000064,50.0,31.400000000000006,1.210952564596992,inf,0.7,36.0794059995779,0.37239999999999995,25.764411316702166,0.17759999999999995,-1.25,50.0,51.94999999999999,2.0308835027365126,inf,0.69,35.395081703961274,0.31620000000000004,25.39329752000668,0.17700000000000002,-1.1399999999999988,50.0,72.03,2.854934601664685,inf,0.48,34.7014866339725,0.40459999999999996,25.102714562550513,0.1264,-0.5800000000000001
16,26,24,1,2,761,30.44,2.469999999999999,0.10110519852640192,inf,50.0,2.469999999999999,0.10110519852640192,inf,0.29,26.457385506793475,0.2922,24.576949259132597,0.14780000000000001,0.07000000000000028,50.0,6.090000000000032,0.24635922330097218,inf,1.37,27.32340520862627,0.3888,24.814273737183406,0.08980000000000002,1.8399999999999999,51.0,11.189999999999998,0.4493975903614457,inf,1.37,27.698676528286885,0.009607843137254903,25.10046968096783,0.21764705882352942,1.9200000000000017,20.0,16.470000000000027,0.6497041420118354,inf,0.36,27.61972626494434,-0.08000000000000002,25.43907788583523,0.2375,0.120000000000001
16,38,41,1,2,848,33.92,79.25,3.7918660287081343,inf,31.0,79.25,3.7918660287081343,inf,0.45,27.917793433216257,0.3087096774193548,21.045608593163,0.2316129032258065,0.2099999999999973,50.0,87.78,4.142520056630486,inf,0.98,28.88127830483347,0.7550000000000001,21.341068686932946,0.1436,1.6899999999999977,50.0,102.91,4.793199813693526,inf,0.92,30.523730560167404,0.8291999999999998,21.595608531387526,0.13940000000000002,1.2100000000000009,50.0,120.75,5.551724137931035,inf,0.35,31.794643295459,0.3132,21.941074007066355,0.19319999999999996,0.4299999999999997
16,39,42,2,1,870,34.8,105.99,3.1982498491249243,18.693121693121686,13.0,130.68,3.8742958790394315,56.08583690987129,0.37,31.526286871433424,0.5084615384615384,33.69798845780917,-0.1538461538461538,-0.16000000000000014,50.0,124.74000000000001,3.6992882562277583,35.23728813559323,0.69,30.81487407940249,0.6164000000000001,33.77508094673794,0.013399999999999997,-1.1100000000000012,50.0,116.5,3.4828101644245137,24.893162393162374,0.69,29.451841789489322,0.7034,33.586371304534225,0.13440000000000002,-1.1500000000000004,50.0,106.22999999999999,3.205491852745926,18.83510638297872,0.46,28.112373909190875,0.6322000000000001,33.29401837988796,0.1522,-0.5999999999999996
16,44,41,1,2,1017,40.68,0.0,0.0,inf,50.0,0.0,0.0,inf,0.56,31.760281024898028,0.1294,22.087323671855184,0.19079999999999997,0.5500000000000007,50.0,3.130000000000024,0.14048473967684127,inf,0.8,32.0999178200302,0.20259999999999997,22.459496496050107,0.184,1.4700000000000024,50.0,22.410000000000025,0.9894039735099349,inf,0.73,32.438377183236355,0.0872,22.822114142609063,0.16580000000000003,1.0500000000000007,50.0,41.65999999999997,1.8128807658833754,inf,0.39,32.3566185200139,-0.13860000000000003,23.142299978763322,0.16540000000000002,0.5399999999999991
16,52,54,1,2,1134,45.36,24.189999999999998,0.6685982339955855,56.3488372093024,35.0,24.189999999999998,0.6685982339955855,56.3488372093024,0.65,36.054376073786635,-0.36857142857142866,36.1554714331723,0.14228571428571427,0.5700000000000003,50.0,24.27000000000004,0.673418423973364,inf,1.0,36.642960510672864,-0.25919999999999993,35.76940322986024,0.28980000000000006,1.790000000000001,50.0,26.080000000000013,0.735476593344614,inf,0.96,36.90171543663998,-0.0316,35.12872186927524,0.3425999999999999,1.3800000000000008,50.0,29.579999999999984,0.8507333908541841,inf,0.4,36.84806554586628,0.0828,34.46408731772313,0.3088,0.370000000000001
16,60,69,1,2,1434,57.36,225.72000000000003,7.516483516483517,inf,50.0,225.72000000000003,7.516483516483517,inf,0.37,33.728427527424856,0.2914,30.060898974249785,-0.0009999999999999998,0.5500000000000007,50.0,233.20999999999998,7.765900765900765,inf,0.39,33.16124855000891,0.2654,29.91782748797037,0.12100000000000001,0.7300000000000004,36.0,239.76999999999998,8.0486740516952,inf,0.32,32.761887672902446,0.19583333333333341,29.695701714138067,0.14722222222222225,0.41000000000000014,0.0,,,,,,,,,
16,61,63,2,1,1246,49.84,24.769999999999982,0.9694716242661441,inf,0.0,,,,,,,,,,0.0,,,,,,,,,,50.0,24.769999999999982,0.9694716242661441,inf,1.1,33.512818223807955,0.4040000000000001,25.506883249583797,0.065,-1.5999999999999996,50.0,40.93000000000001,1.6101494885916603,inf,0.42,32.551809632352395,0.508,25.291858260637046,0.1426,-0.41000000000000014
16,62,59,1,2,1485,59.4,0.0,0.0,inf,50.0,0.0,0.0,inf,0.36,33.85374667300752,-0.1422,24.321758068044378,0.15460000000000002,0.14000000000000057,50.0,0.0,0.0,inf,1.15,33.55566605928232,-0.13799999999999998,24.607811262158265,0.1396,1.7000000000000028,32.0,16.789999999999964,0.6783838383838369,inf,1.18,33.38585990838821,-0.0778125,24.85539164049151,0.166875,1.4299999999999997,0.0,,,,,,,,,
16,88,89,1,2,1978,79.12,0.0,0.0,inf,50.0,0.0,0.0,inf,0.58,28.183007088091564,0.3556,24.61481163620183,0.12660000000000002,0.5299999999999976,50.0,3.859999999999985,0.15602263540824518,inf,0.98,28.393049019900445,-0.0372,24.8390241824987,0.10980000000000001,1.7200000000000024,50.0,10.809999999999974,0.4330929487179477,inf,0.93,27.999074717020743,-0.47,25.1235388939878,0.1742,1.25,50.0,16.69999999999999,0.6600790513833987,inf,0.31,26.57113710264979,-0.7606,25.459410270035214,0.15460000000000002,0.370000000000001
