recording_id,cutter_id,t0_frame,risk_thw,lane_delta,mirrored,mode,order,intention_frames,intention_sfc_v00_mean,intention_sfc_v01_mean,intention_sfc_v02_mean,intention_sfc_v03_mean,intention_sfc_v04_mean,intention_sfc_v05_mean,intention_sfc_v06_mean,intention_sfc_v07_mean,intention_sfc_v08_mean,intention_sfc_v09_mean,intention_sfc_v10_mean,intention_sfc_v11_mean,intention_sfc_v12_mean,intention_sfc_v13_mean,intention_sfc_v14_mean,intention_sfc_v15_mean,decision_frames,decision_sfc_v00_mean,decision_sfc_v01_mean,decision_sfc_v02_mean,decision_sfc_v03_mean,decision_sfc_v04_mean,decision_sfc_v05_mean,decision_sfc_v06_mean,decision_sfc_v07_mean,decision_sfc_v08_mean,decision_sfc_v09_mean,decision_sfc_v10_mean,decision_sfc_v11_mean,decision_sfc_v12_mean,decision_sfc_v13_mean,decision_sfc_v14_mean,decision_sfc_v15_mean,execution_frames,execution_sfc_v00_mean,execution_sfc_v01_mean,execution_sfc_v02_mean,execution_sfc_v03_mean,execution_sfc_v04_mean,execution_sfc_v05_mean,execution_sfc_v06_mean,execution_sfc_v07_mean,execution_sfc_v08_mean,execution_sfc_v09_mean,execution_sfc_v10_mean,execution_sfc_v11_mean,execution_sfc_v12_mean,execution_sfc_v13_mean,execution_sfc_v14_mean,execution_sfc_v15_mean
01,9,109,False,1.0,False,distance,hilbert,50,0.0,0.516872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888693333333332,0.0,50,0.0,0.5823066666666668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7963226666666665,0.0,51,0.6532692810457515,0.7035477124183007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,11,164,False,-1.0,True,distance,hilbert,50,0.0,0.8966026666666665,1.0,0.0,0.0,0.0,0.0,0.0,0.5764160000000002,0.0,0.0,0.0,0.0,0.49184133333333335,0.867696,0.0,50,0.0,0.9116426666666668,1.0,0.0,0.0,0.0,0.0,0.0,0.31098,0.0,0.0,0.0,0.0,0.0,0.8629693333333333,0.0,51,0.9438823529411766,0.47399084967320265,1.0,0.01897254901960784,0.0,0.0,0.0,0.4640771241830066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,23,628,False,-1.0,True,distance,hilbert,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6119080000000001,0.9559440000000001,0.0,0.0,0.0,0.0,0.3734493333333333,0.0,0.0,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6553400000000003,0.8700293333333338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,0.0,1.0,0.0,0.6841692307692308,0.0,0.0,0.8045820512820513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,30,588,False,1.0,False,distance,hilbert,50,0.0,0.544528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.729104,0.0,50,0.0,0.6313346666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.11267199999999997,0.0,0.0,0.0,0.0,0.0,0.7026733333333331,0.0,51,0.7180143790849672,0.6805464052287582,1.0,0.0,0.0,0.0,0.0,0.22719215686274502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,48,1148,True,-1.0,True,distance,hilbert,50,0.0,0.5860746666666669,1.0,0.0,0.0,0.0,0.0,0.8799853333333337,0.5523279999999999,0.0,0.0,0.0,0.0,0.39401200000000003,0.7891386666666667,0.0,50,0.0,0.5797213333333333,1.0,0.0,0.0,0.0,0.0,0.8804426666666667,0.9029359999999997,0.0,0.0,0.0,0.0,0.05822666666666667,0.0,0.0,51,0.5534,0.0,1.0,0.0,0.901354248366013,0.0,0.0,0.7649686274509805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,58,1367,False,1.0,False,distance,hilbert,50,0.0,0.4065800000000001,1.0,0.0,0.0,0.0,0.0,0.4617186666666667,0.6692746666666668,0.0,0.0,0.0,0.0,0.0,0.07405866666666666,0.0,50,0.0,0.5788253333333333,1.0,0.0,0.0,0.0,0.0,0.3199386666666667,0.6517426666666668,0.0,0.0,0.0,0.0,0.0,0.026806666666666656,0.0,51,0.7509647058823531,0.0,1.0,0.0,0.17883137254901965,0.0,0.0,0.6368588235294117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,60,1413,False,-1.0,True,distance,hilbert,50,0.0,0.3992626666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8962759999999999,0.0,50,0.11585733333333334,0.5249693333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6107159999999998,0.0,51,0.31935163398692806,0.640678431372549,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,79,1630,False,1.0,False,distance,hilbert,50,0.0,0.7005413333333333,1.0,0.0,0.0,0.0,0.0,0.22459999999999994,0.4554493333333333,0.0,0.0,0.0,0.0,0.9886080000000002,0.7470226666666666,0.0,50,0.0,0.79062,1.0,0.0,0.0,0.0,0.0,0.29339866666666664,0.0,0.0,0.0,0.0,0.0,0.13583733333333334,0.9479679999999999,0.0,51,0.8742339869281046,0.8988993464052287,1.0,0.0,0.26247843137254895,0.0,0.0,0.012728104575163412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,93,1805,False,1.0,False,distance,hilbert,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2361583333333333,0.0,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.46729333333333334,0.7418106666666668,0.0,0.0,0.0,0.0,0.0,0.25237066666666674,0.0,51,0.0,0.27461960784313727,1.0,0.0,0.7357882352941177,0.0,0.0,0.7484000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,97,2001,False,1.0,False,distance,hilbert,50,0.0,0.30825600000000003,1.0,0.0,0.0,0.0,0.0,0.693136,0.7106066666666667,0.0,0.0,0.0,0.0,0.0,0.48653200000000013,0.0,50,0.0,0.2382960000000001,1.0,0.0,0.0,0.0,0.0,0.6647493333333331,0.5799706666666667,0.0,0.0,0.0,0.0,0.0,0.5334546666666666,0.0,51,0.08120915032679739,0.5791555555555555,1.0,0.0,0.5608549019607844,0.0,0.0,0.5037385620915034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,99,2040,False,1.0,False,distance,hilbert,50,0.0,0.6707399999999999,1.0,0.0,0.0,0.0,0.0,0.6475306666666666,0.9378759999999999,0.0,0.0,0.0,0.0,0.2151306666666667,0.19396533333333335,0.0,50,0.0,0.14401066666666668,1.0,0.0,0.0,0.0,0.0,0.6549279999999998,0.8337919999999999,0.0,0.0,0.0,0.0,0.0,0.546492,0.0,51,0.0,0.6215856209150327,1.0,0.0,0.6754392156862745,0.0,0.0,0.7252875816993464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01,111,2242,False,1.0,False,distance,hilbert,15,0.0,0.36374222222222224,1.0,0.0,0.0,0.0,0.0,0.0,0.3037288888888889,0.0,0.0,0.0,0.0,0.0,0.4023422222222222,0.0,50,0.0,0.298212,1.0,0.0,0.0,0.0,0.0,0.5580200000000001,0.829204,0.0,0.0,0.0,0.0,0.0,0.401028,0.0,51,0.19514901960784317,0.3988823529411764,1.0,0.0,0.7901633986928106,0.0,0.0,0.6818405228758171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
